"n","Country","State","Model","Error"
72,"USA","NY","CUBIST",2046
73,"USA","NY","CUBIST",-204
74,"USA","NY","CUBIST",-281
75,"USA","NY","CUBIST",-2499
76,"USA","NY","CUBIST",-1840
77,"USA","NY","CUBIST",-1515
78,"USA","NY","CUBIST",-654
79,"USA","NY","CUBIST",-351
80,"USA","NY","CUBIST",-469
81,"USA","NY","CUBIST",-1180
82,"USA","NY","CUBIST",-3977
83,"USA","NY","CUBIST",-2567
84,"USA","NY","CUBIST",-1837
85,"USA","NY","CUBIST",-807
86,"USA","NY","CUBIST",-600
87,"USA","NY","CUBIST",-639
88,"USA","NY","CUBIST",-1012
89,"USA","NY","CUBIST",-1056
90,"USA","NY","CUBIST",-867
91,"USA","NY","CUBIST",1268
92,"USA","NY","CUBIST",5999
93,"USA","NY","CUBIST",13426
94,"USA","NY","CUBIST",16355
95,"USA","NY","CUBIST",17420
96,"USA","NY","CUBIST",18255
1,"USA","NY","BRNN",-400
2,"USA","NY","BRNN",-981
3,"USA","NY","BRNN",-1864
4,"USA","NY","BRNN",-2693
5,"USA","NY","BRNN",-3452
6,"USA","NY","BRNN",-4197
7,"USA","NY","BRNN",-220
8,"USA","NY","BRNN",-384
9,"USA","NY","BRNN",-677
10,"USA","NY","BRNN",-1048
11,"USA","NY","BRNN",-1489
12,"USA","NY","BRNN",-2086
13,"USA","NY","BRNN",-765
14,"USA","NY","BRNN",-1424
15,"USA","NY","BRNN",-1841
16,"USA","NY","BRNN",-2353
17,"USA","NY","BRNN",-3047
18,"USA","NY","BRNN",-3440
19,"USA","NY","BRNN",-407
20,"USA","NY","BRNN",-1000
21,"USA","NY","BRNN",-1559
22,"USA","NY","BRNN",-2186
23,"USA","NY","BRNN",-2894
24,"USA","NY","BRNN",-3289
25,"USA","NY","BRNN",-353
26,"USA","NY","BRNN",-803
27,"USA","NY","BRNN",-1297
28,"USA","NY","BRNN",-2011
29,"USA","NY","BRNN",-2402
30,"USA","NY","BRNN",-2754
31,"USA","NY","BRNN",-276
32,"USA","NY","BRNN",-893
33,"USA","NY","BRNN",-1862
34,"USA","NY","BRNN",-3117
35,"USA","NY","BRNN",-4124
36,"USA","NY","BRNN",-5267
37,"USA","NY","BRNN",-164
38,"USA","NY","BRNN",-201
39,"USA","NY","BRNN",-211
40,"USA","NY","BRNN",-785
41,"USA","NY","BRNN",-1972
42,"USA","NY","BRNN",-3201
43,"USA","NY","BRNN",-770
44,"USA","NY","BRNN",-1511
45,"USA","NY","BRNN",-2205
46,"USA","NY","BRNN",-2907
47,"USA","NY","BRNN",-4406
48,"USA","NY","BRNN",-6451
49,"USA","NY","BRNN",-1054
50,"USA","NY","BRNN",-1779
51,"USA","NY","BRNN",-2907
52,"USA","NY","BRNN",-4305
53,"USA","NY","BRNN",-5045
54,"USA","NY","BRNN",-5639
55,"USA","NY","BRNN",527
56,"USA","NY","BRNN",2230
57,"USA","NY","BRNN",3637
58,"USA","NY","BRNN",5228
59,"USA","NY","BRNN",7148
60,"USA","NY","BRNN",10915
61,"USA","NY","BRNN",2076
62,"USA","NY","BRNN",4266
63,"USA","NY","BRNN",8051
64,"USA","NY","BRNN",11148
65,"USA","NY","BRNN",13949
66,"USA","NY","BRNN",16216
67,"USA","NY","BRNN",244
68,"USA","NY","BRNN",2526
69,"USA","NY","BRNN",3290
70,"USA","NY","BRNN",3412
71,"USA","NY","BRNN",4272
72,"USA","NY","BRNN",5470
73,"USA","NY","BRNN",389
74,"USA","NY","BRNN",303
75,"USA","NY","BRNN",-3126
76,"USA","NY","BRNN",-3074
77,"USA","NY","BRNN",-2883
78,"USA","NY","BRNN",-1059
79,"USA","NY","BRNN",-2764
80,"USA","NY","BRNN",-4139
81,"USA","NY","BRNN",-7364
82,"USA","NY","BRNN",-9065
83,"USA","NY","BRNN",-6790
84,"USA","NY","BRNN",-4250
85,"USA","NY","BRNN",-1864
86,"USA","NY","BRNN",-1635
87,"USA","NY","BRNN",-1159
88,"USA","NY","BRNN",1257
89,"USA","NY","BRNN",2466
90,"USA","NY","BRNN",4188
91,"USA","NY","BRNN",1894
92,"USA","NY","BRNN",8464
93,"USA","NY","BRNN",18695
94,"USA","NY","BRNN",27096
95,"USA","NY","BRNN",33504
96,"USA","NY","BRNN",36168
1,"USA","NY","QRF",0
2,"USA","NY","QRF",0
3,"USA","NY","QRF",0
4,"USA","NY","QRF",0
5,"USA","NY","QRF",0
6,"USA","NY","QRF",0
7,"USA","NY","QRF",0
8,"USA","NY","QRF",0
9,"USA","NY","QRF",0
10,"USA","NY","QRF",0
11,"USA","NY","QRF",0
12,"USA","NY","QRF",0
13,"USA","NY","QRF",0
14,"USA","NY","QRF",0
15,"USA","NY","QRF",0
16,"USA","NY","QRF",0
17,"USA","NY","QRF",0
18,"USA","NY","QRF",0
19,"USA","NY","QRF",0
20,"USA","NY","QRF",0
21,"USA","NY","QRF",0
22,"USA","NY","QRF",0
23,"USA","NY","QRF",0
24,"USA","NY","QRF",0
25,"USA","NY","QRF",0
26,"USA","NY","QRF",0
27,"USA","NY","QRF",0
28,"USA","NY","QRF",0
29,"USA","NY","QRF",0
30,"USA","NY","QRF",0
31,"USA","NY","QRF",0
32,"USA","NY","QRF",0
33,"USA","NY","QRF",0
34,"USA","NY","QRF",0
35,"USA","NY","QRF",0
36,"USA","NY","QRF",0
37,"USA","NY","QRF",0
38,"USA","NY","QRF",0
39,"USA","NY","QRF",1
40,"USA","NY","QRF",2
41,"USA","NY","QRF",11
42,"USA","NY","QRF",23
43,"USA","NY","QRF",0
44,"USA","NY","QRF",0
45,"USA","NY","QRF",0
46,"USA","NY","QRF",0
47,"USA","NY","QRF",0
48,"USA","NY","QRF",0
49,"USA","NY","QRF",0
50,"USA","NY","QRF",0
51,"USA","NY","QRF",0
52,"USA","NY","QRF",0
53,"USA","NY","QRF",0
54,"USA","NY","QRF",0
55,"USA","NY","QRF",0
56,"USA","NY","QRF",0
57,"USA","NY","QRF",0
58,"USA","NY","QRF",0
59,"USA","NY","QRF",0
60,"USA","NY","QRF",0
61,"USA","NY","QRF",0
62,"USA","NY","QRF",0
63,"USA","NY","QRF",0
64,"USA","NY","QRF",0
65,"USA","NY","QRF",0
66,"USA","NY","QRF",0
67,"USA","NY","QRF",0
68,"USA","NY","QRF",0
69,"USA","NY","QRF",0
70,"USA","NY","QRF",0
71,"USA","NY","QRF",0
72,"USA","NY","QRF",0
73,"USA","NY","QRF",0
74,"USA","NY","QRF",0
75,"USA","NY","QRF",0
76,"USA","NY","QRF",0
77,"USA","NY","QRF",0
78,"USA","NY","QRF",0
79,"USA","NY","QRF",0
80,"USA","NY","QRF",0
81,"USA","NY","QRF",0
82,"USA","NY","QRF",0
83,"USA","NY","QRF",0
84,"USA","NY","QRF",0
85,"USA","NY","QRF",0
86,"USA","NY","QRF",0
87,"USA","NY","QRF",0
88,"USA","NY","QRF",0
89,"USA","NY","QRF",0
90,"USA","NY","QRF",4703
91,"USA","NY","QRF",15044
92,"USA","NY","QRF",23174
93,"USA","NY","QRF",33727
94,"USA","NY","QRF",34526
95,"USA","NY","QRF",38477
96,"USA","NY","QRF",46690
1,"USA","CA","VMD-KNN",0
2,"USA","CA","VMD-KNN",0
3,"USA","CA","VMD-KNN",2
4,"USA","CA","VMD-KNN",-2886
5,"USA","CA","VMD-KNN",2
6,"USA","CA","VMD-KNN",2
7,"USA","CA","VMD-KNN",2
8,"USA","CA","VMD-KNN",3
9,"USA","CA","VMD-KNN",-1445
10,"USA","CA","VMD-KNN",3
11,"USA","CA","VMD-KNN",-1172
12,"USA","CA","VMD-KNN",6
13,"USA","CA","VMD-KNN",6
14,"USA","CA","VMD-KNN",6
15,"USA","CA","VMD-KNN",6
16,"USA","CA","VMD-KNN",6
17,"USA","CA","VMD-KNN",6
18,"USA","CA","VMD-KNN",6
19,"USA","CA","VMD-KNN",7
20,"USA","CA","VMD-KNN",-422
21,"USA","CA","VMD-KNN",8
22,"USA","CA","VMD-KNN",8
23,"USA","CA","VMD-KNN",-104
24,"USA","CA","VMD-KNN",8
25,"USA","CA","VMD-KNN",-353
26,"USA","CA","VMD-KNN",-251
27,"USA","CA","VMD-KNN",-491
28,"USA","CA","VMD-KNN",-234
29,"USA","CA","VMD-KNN",-724
30,"USA","CA","VMD-KNN",-1329
31,"USA","CA","VMD-KNN",-2534
32,"USA","CA","VMD-KNN",-3364
33,"USA","CA","VMD-KNN",-2046
34,"USA","CA","VMD-KNN",-1460
35,"USA","CA","VMD-KNN",-1110
36,"USA","CA","VMD-KNN",-191
37,"USA","CA","VMD-KNN",-407
38,"USA","CA","VMD-KNN",-700
39,"USA","CA","VMD-KNN",-224
40,"USA","CA","VMD-KNN",25
41,"USA","CA","VMD-KNN",35
42,"USA","CA","VMD-KNN",-63
43,"USA","CA","VMD-KNN",-468
44,"USA","CA","VMD-KNN",-617
45,"USA","CA","VMD-KNN",-2281
46,"USA","CA","VMD-KNN",-3996
47,"USA","CA","VMD-KNN",-4131
48,"USA","CA","VMD-KNN",-5078
49,"USA","CA","VMD-KNN",-1879
50,"USA","CA","VMD-KNN",-1053
51,"USA","CA","VMD-KNN",-4545
52,"USA","CA","VMD-KNN",-2971
53,"USA","CA","VMD-KNN",-6655
54,"USA","CA","VMD-KNN",-6551
55,"USA","CA","VMD-KNN",-1784
56,"USA","CA","VMD-KNN",-1969
57,"USA","CA","VMD-KNN",-1408
58,"USA","CA","VMD-KNN",-1839
59,"USA","CA","VMD-KNN",-3081
60,"USA","CA","VMD-KNN",-4309
61,"USA","CA","VMD-KNN",-1912
62,"USA","CA","VMD-KNN",-2142
63,"USA","CA","VMD-KNN",-2329
64,"USA","CA","VMD-KNN",89
65,"USA","CA","VMD-KNN",1277
66,"USA","CA","VMD-KNN",2101
67,"USA","CA","VMD-KNN",479
68,"USA","CA","VMD-KNN",1403
69,"USA","CA","VMD-KNN",2382
70,"USA","CA","VMD-KNN",3046
71,"USA","CA","VMD-KNN",3600
72,"USA","CA","VMD-KNN",3417
73,"USA","CA","VMD-KNN",4286
74,"USA","CA","VMD-KNN",1334
75,"USA","CA","VMD-KNN",4228
76,"USA","CA","VMD-KNN",5655
77,"USA","CA","VMD-KNN",5076
78,"USA","CA","VMD-KNN",8757
79,"USA","CA","VMD-KNN",3602
80,"USA","CA","VMD-KNN",3343
81,"USA","CA","VMD-KNN",-2136
82,"USA","CA","VMD-KNN",-1534
83,"USA","CA","VMD-KNN",-996
84,"USA","CA","VMD-KNN",-1066
85,"USA","CA","VMD-KNN",-1015
86,"USA","CA","VMD-KNN",-331
87,"USA","CA","VMD-KNN",244
88,"USA","CA","VMD-KNN",1534
89,"USA","CA","VMD-KNN",2860
90,"USA","CA","VMD-KNN",4692
91,"USA","CA","VMD-KNN",5760
92,"USA","CA","VMD-KNN",8383
93,"USA","CA","VMD-KNN",9559
94,"USA","CA","VMD-KNN",10873
95,"USA","CA","VMD-KNN",12281
96,"USA","CA","VMD-KNN",13261
1,"USA","CA","VMD-SVR",-1004
2,"USA","CA","VMD-SVR",-1552
3,"USA","CA","VMD-SVR",-2346
4,"USA","CA","VMD-SVR",-3056
5,"USA","CA","VMD-SVR",-3658
6,"USA","CA","VMD-SVR",-4247
7,"USA","CA","VMD-SVR",-982
8,"USA","CA","VMD-SVR",-1522
9,"USA","CA","VMD-SVR",-2229
10,"USA","CA","VMD-SVR",-2842
11,"USA","CA","VMD-SVR",-3451
12,"USA","CA","VMD-SVR",-3763
13,"USA","CA","VMD-SVR",-590
14,"USA","CA","VMD-SVR",-721
15,"USA","CA","VMD-SVR",-1072
16,"USA","CA","VMD-SVR",-1361
17,"USA","CA","VMD-SVR",-1774
18,"USA","CA","VMD-SVR",-2195
19,"USA","CA","VMD-SVR",-890
20,"USA","CA","VMD-SVR",-1283
21,"USA","CA","VMD-SVR",-1665
22,"USA","CA","VMD-SVR",-1924
23,"USA","CA","VMD-SVR",-2217
24,"USA","CA","VMD-SVR",-2511
25,"USA","CA","VMD-SVR",-786
26,"USA","CA","VMD-SVR",-1208
27,"USA","CA","VMD-SVR",-1583
28,"USA","CA","VMD-SVR",-1844
29,"USA","CA","VMD-SVR",-2136
30,"USA","CA","VMD-SVR",-2510
31,"USA","CA","VMD-SVR",-717
32,"USA","CA","VMD-SVR",-1103
33,"USA","CA","VMD-SVR",-1365
34,"USA","CA","VMD-SVR",-1700
35,"USA","CA","VMD-SVR",-2022
36,"USA","CA","VMD-SVR",-2388
37,"USA","CA","VMD-SVR",-439
38,"USA","CA","VMD-SVR",-865
39,"USA","CA","VMD-SVR",-1246
40,"USA","CA","VMD-SVR",-1401
41,"USA","CA","VMD-SVR",-1611
42,"USA","CA","VMD-SVR",-1899
43,"USA","CA","VMD-SVR",-170
44,"USA","CA","VMD-SVR",-566
45,"USA","CA","VMD-SVR",-884
46,"USA","CA","VMD-SVR",-1036
47,"USA","CA","VMD-SVR",-1181
48,"USA","CA","VMD-SVR",-1401
49,"USA","CA","VMD-SVR",65
50,"USA","CA","VMD-SVR",-188
51,"USA","CA","VMD-SVR",-251
52,"USA","CA","VMD-SVR",-451
53,"USA","CA","VMD-SVR",-366
54,"USA","CA","VMD-SVR",-190
55,"USA","CA","VMD-SVR",828
56,"USA","CA","VMD-SVR",1005
57,"USA","CA","VMD-SVR",1243
58,"USA","CA","VMD-SVR",1405
59,"USA","CA","VMD-SVR",1646
60,"USA","CA","VMD-SVR",2108
61,"USA","CA","VMD-SVR",976
62,"USA","CA","VMD-SVR",1258
63,"USA","CA","VMD-SVR",2200
64,"USA","CA","VMD-SVR",3056
65,"USA","CA","VMD-SVR",3566
66,"USA","CA","VMD-SVR",4320
67,"USA","CA","VMD-SVR",1401
68,"USA","CA","VMD-SVR",2229
69,"USA","CA","VMD-SVR",3276
70,"USA","CA","VMD-SVR",4483
71,"USA","CA","VMD-SVR",5754
72,"USA","CA","VMD-SVR",6662
73,"USA","CA","VMD-SVR",2019
74,"USA","CA","VMD-SVR",2916
75,"USA","CA","VMD-SVR",4672
76,"USA","CA","VMD-SVR",6616
77,"USA","CA","VMD-SVR",7882
78,"USA","CA","VMD-SVR",9651
79,"USA","CA","VMD-SVR",1622
80,"USA","CA","VMD-SVR",3040
81,"USA","CA","VMD-SVR",4582
82,"USA","CA","VMD-SVR",6301
83,"USA","CA","VMD-SVR",7936
84,"USA","CA","VMD-SVR",9062
85,"USA","CA","VMD-SVR",1897
86,"USA","CA","VMD-SVR",3039
87,"USA","CA","VMD-SVR",3914
88,"USA","CA","VMD-SVR",5917
89,"USA","CA","VMD-SVR",7458
90,"USA","CA","VMD-SVR",9052
91,"USA","CA","VMD-SVR",1919
92,"USA","CA","VMD-SVR",3077
93,"USA","CA","VMD-SVR",3825
94,"USA","CA","VMD-SVR",4634
95,"USA","CA","VMD-SVR",5940
96,"USA","CA","VMD-SVR",7218
1,"USA","CA","VMD-CUBIST",0
2,"USA","CA","VMD-CUBIST",-10
3,"USA","CA","VMD-CUBIST",-39
4,"USA","CA","VMD-CUBIST",-82
5,"USA","CA","VMD-CUBIST",-135
6,"USA","CA","VMD-CUBIST",-197
7,"USA","CA","VMD-CUBIST",2
8,"USA","CA","VMD-CUBIST",-7
9,"USA","CA","VMD-CUBIST",-34
10,"USA","CA","VMD-CUBIST",-66
11,"USA","CA","VMD-CUBIST",-103
12,"USA","CA","VMD-CUBIST",-150
13,"USA","CA","VMD-CUBIST",6
14,"USA","CA","VMD-CUBIST",-8
15,"USA","CA","VMD-CUBIST",-27
16,"USA","CA","VMD-CUBIST",-51
17,"USA","CA","VMD-CUBIST",-78
18,"USA","CA","VMD-CUBIST",-108
19,"USA","CA","VMD-CUBIST",-23
20,"USA","CA","VMD-CUBIST",-32
21,"USA","CA","VMD-CUBIST",-39
22,"USA","CA","VMD-CUBIST",-46
23,"USA","CA","VMD-CUBIST",-50
24,"USA","CA","VMD-CUBIST",-50
25,"USA","CA","VMD-CUBIST",-50
26,"USA","CA","VMD-CUBIST",-48
27,"USA","CA","VMD-CUBIST",-41
28,"USA","CA","VMD-CUBIST",-29
29,"USA","CA","VMD-CUBIST",-11
30,"USA","CA","VMD-CUBIST",10
31,"USA","CA","VMD-CUBIST",-35
32,"USA","CA","VMD-CUBIST",-28
33,"USA","CA","VMD-CUBIST",-19
34,"USA","CA","VMD-CUBIST",-8
35,"USA","CA","VMD-CUBIST",5
36,"USA","CA","VMD-CUBIST",11
37,"USA","CA","VMD-CUBIST",12
38,"USA","CA","VMD-CUBIST",12
39,"USA","CA","VMD-CUBIST",21
40,"USA","CA","VMD-CUBIST",25
41,"USA","CA","VMD-CUBIST",29
42,"USA","CA","VMD-CUBIST",35
43,"USA","CA","VMD-CUBIST",21
44,"USA","CA","VMD-CUBIST",22
45,"USA","CA","VMD-CUBIST",10
46,"USA","CA","VMD-CUBIST",-12
47,"USA","CA","VMD-CUBIST",-1
48,"USA","CA","VMD-CUBIST",-4
49,"USA","CA","VMD-CUBIST",-27
50,"USA","CA","VMD-CUBIST",-22
51,"USA","CA","VMD-CUBIST",8
52,"USA","CA","VMD-CUBIST",-63
53,"USA","CA","VMD-CUBIST",37
54,"USA","CA","VMD-CUBIST",81
55,"USA","CA","VMD-CUBIST",69
56,"USA","CA","VMD-CUBIST",94
57,"USA","CA","VMD-CUBIST",142
58,"USA","CA","VMD-CUBIST",62
59,"USA","CA","VMD-CUBIST",-11
60,"USA","CA","VMD-CUBIST",55
61,"USA","CA","VMD-CUBIST",119
62,"USA","CA","VMD-CUBIST",16
63,"USA","CA","VMD-CUBIST",247
64,"USA","CA","VMD-CUBIST",231
65,"USA","CA","VMD-CUBIST",-208
66,"USA","CA","VMD-CUBIST",-427
67,"USA","CA","VMD-CUBIST",43
68,"USA","CA","VMD-CUBIST",0
69,"USA","CA","VMD-CUBIST",2
70,"USA","CA","VMD-CUBIST",139
71,"USA","CA","VMD-CUBIST",104
72,"USA","CA","VMD-CUBIST",-340
73,"USA","CA","VMD-CUBIST",213
74,"USA","CA","VMD-CUBIST",-90
75,"USA","CA","VMD-CUBIST",16
76,"USA","CA","VMD-CUBIST",405
77,"USA","CA","VMD-CUBIST",126
78,"USA","CA","VMD-CUBIST",456
79,"USA","CA","VMD-CUBIST",-311
80,"USA","CA","VMD-CUBIST",-266
81,"USA","CA","VMD-CUBIST",-194
82,"USA","CA","VMD-CUBIST",123
83,"USA","CA","VMD-CUBIST",291
84,"USA","CA","VMD-CUBIST",40
85,"USA","CA","VMD-CUBIST",51
86,"USA","CA","VMD-CUBIST",-97
87,"USA","CA","VMD-CUBIST",-765
88,"USA","CA","VMD-CUBIST",-245
89,"USA","CA","VMD-CUBIST",-291
90,"USA","CA","VMD-CUBIST",-292
91,"USA","CA","VMD-CUBIST",170
92,"USA","CA","VMD-CUBIST",144
93,"USA","CA","VMD-CUBIST",-560
94,"USA","CA","VMD-CUBIST",-913
95,"USA","CA","VMD-CUBIST",-806
96,"USA","CA","VMD-CUBIST",-599
1,"USA","CA","VMD-BRNN",-108
2,"USA","CA","VMD-BRNN",-229
3,"USA","CA","VMD-BRNN",-281
4,"USA","CA","VMD-BRNN",-235
5,"USA","CA","VMD-BRNN",-137
6,"USA","CA","VMD-BRNN",-15
7,"USA","CA","VMD-BRNN",-136
8,"USA","CA","VMD-BRNN",-310
9,"USA","CA","VMD-BRNN",-518
10,"USA","CA","VMD-BRNN",-764
11,"USA","CA","VMD-BRNN",-930
12,"USA","CA","VMD-BRNN",-895
13,"USA","CA","VMD-BRNN",6
14,"USA","CA","VMD-BRNN",6
15,"USA","CA","VMD-BRNN",2
16,"USA","CA","VMD-BRNN",-237
17,"USA","CA","VMD-BRNN",-563
18,"USA","CA","VMD-BRNN",-838
19,"USA","CA","VMD-BRNN",-51
20,"USA","CA","VMD-BRNN",-182
21,"USA","CA","VMD-BRNN",-372
22,"USA","CA","VMD-BRNN",-545
23,"USA","CA","VMD-BRNN",-698
24,"USA","CA","VMD-BRNN",-823
25,"USA","CA","VMD-BRNN",8
26,"USA","CA","VMD-BRNN",8
27,"USA","CA","VMD-BRNN",8
28,"USA","CA","VMD-BRNN",8
29,"USA","CA","VMD-BRNN",10
30,"USA","CA","VMD-BRNN",10
31,"USA","CA","VMD-BRNN",10
32,"USA","CA","VMD-BRNN",10
33,"USA","CA","VMD-BRNN",10
34,"USA","CA","VMD-BRNN",10
35,"USA","CA","VMD-BRNN",11
36,"USA","CA","VMD-BRNN",11
37,"USA","CA","VMD-BRNN",12
38,"USA","CA","VMD-BRNN",12
39,"USA","CA","VMD-BRNN",21
40,"USA","CA","VMD-BRNN",25
41,"USA","CA","VMD-BRNN",35
42,"USA","CA","VMD-BRNN",51
43,"USA","CA","VMD-BRNN",-140
44,"USA","CA","VMD-BRNN",-404
45,"USA","CA","VMD-BRNN",-719
46,"USA","CA","VMD-BRNN",-1007
47,"USA","CA","VMD-BRNN",-1340
48,"USA","CA","VMD-BRNN",-1744
49,"USA","CA","VMD-BRNN",-189
50,"USA","CA","VMD-BRNN",-536
51,"USA","CA","VMD-BRNN",-936
52,"USA","CA","VMD-BRNN",-1409
53,"USA","CA","VMD-BRNN",-1658
54,"USA","CA","VMD-BRNN",-1883
55,"USA","CA","VMD-BRNN",96
56,"USA","CA","VMD-BRNN",115
57,"USA","CA","VMD-BRNN",116
58,"USA","CA","VMD-BRNN",-122
59,"USA","CA","VMD-BRNN",-439
60,"USA","CA","VMD-BRNN",-724
61,"USA","CA","VMD-BRNN",10
62,"USA","CA","VMD-BRNN",-238
63,"USA","CA","VMD-BRNN",-156
64,"USA","CA","VMD-BRNN",-381
65,"USA","CA","VMD-BRNN",-1081
66,"USA","CA","VMD-BRNN",-1591
67,"USA","CA","VMD-BRNN",-67
68,"USA","CA","VMD-BRNN",-365
69,"USA","CA","VMD-BRNN",-729
70,"USA","CA","VMD-BRNN",-994
71,"USA","CA","VMD-BRNN",-1408
72,"USA","CA","VMD-BRNN",-2138
73,"USA","CA","VMD-BRNN",135
74,"USA","CA","VMD-BRNN",-171
75,"USA","CA","VMD-BRNN",21
76,"USA","CA","VMD-BRNN",495
77,"USA","CA","VMD-BRNN",273
78,"USA","CA","VMD-BRNN",654
79,"USA","CA","VMD-BRNN",-261
80,"USA","CA","VMD-BRNN",-215
81,"USA","CA","VMD-BRNN",-214
82,"USA","CA","VMD-BRNN",-40
83,"USA","CA","VMD-BRNN",-125
84,"USA","CA","VMD-BRNN",-722
85,"USA","CA","VMD-BRNN",-32
86,"USA","CA","VMD-BRNN",-219
87,"USA","CA","VMD-BRNN",-777
88,"USA","CA","VMD-BRNN",11
89,"USA","CA","VMD-BRNN",387
90,"USA","CA","VMD-BRNN",993
91,"USA","CA","VMD-BRNN",596
92,"USA","CA","VMD-BRNN",1380
93,"USA","CA","VMD-BRNN",1910
94,"USA","CA","VMD-BRNN",3232
95,"USA","CA","VMD-BRNN",5441
96,"USA","CA","VMD-BRNN",8054
1,"USA","CA","VMR-QRF",0
2,"USA","CA","VMR-QRF",0
3,"USA","CA","VMR-QRF",2
4,"USA","CA","VMR-QRF",2
5,"USA","CA","VMR-QRF",-79
6,"USA","CA","VMR-QRF",-74
7,"USA","CA","VMR-QRF",2
8,"USA","CA","VMR-QRF",3
9,"USA","CA","VMR-QRF",3
10,"USA","CA","VMR-QRF",3
11,"USA","CA","VMR-QRF",6
12,"USA","CA","VMR-QRF",6
13,"USA","CA","VMR-QRF",6
14,"USA","CA","VMR-QRF",-321
15,"USA","CA","VMR-QRF",-571
16,"USA","CA","VMR-QRF",-594
17,"USA","CA","VMR-QRF",-925
18,"USA","CA","VMR-QRF",-1239
19,"USA","CA","VMR-QRF",-7
20,"USA","CA","VMR-QRF",-129
21,"USA","CA","VMR-QRF",-511
22,"USA","CA","VMR-QRF",-716
23,"USA","CA","VMR-QRF",-726
24,"USA","CA","VMR-QRF",-736
25,"USA","CA","VMR-QRF",8
26,"USA","CA","VMR-QRF",-54
27,"USA","CA","VMR-QRF",-50
28,"USA","CA","VMR-QRF",-52
29,"USA","CA","VMR-QRF",-50
30,"USA","CA","VMR-QRF",-616
31,"USA","CA","VMR-QRF",-47
32,"USA","CA","VMR-QRF",-177
33,"USA","CA","VMR-QRF",-573
34,"USA","CA","VMR-QRF",-525
35,"USA","CA","VMR-QRF",-489
36,"USA","CA","VMR-QRF",-489
37,"USA","CA","VMR-QRF",12
38,"USA","CA","VMR-QRF",-83
39,"USA","CA","VMR-QRF",-112
40,"USA","CA","VMR-QRF",-485
41,"USA","CA","VMR-QRF",-695
42,"USA","CA","VMR-QRF",-896
43,"USA","CA","VMR-QRF",19
44,"USA","CA","VMR-QRF",-206
45,"USA","CA","VMR-QRF",-758
46,"USA","CA","VMR-QRF",-1367
47,"USA","CA","VMR-QRF",-1927
48,"USA","CA","VMR-QRF",-2311
49,"USA","CA","VMR-QRF",-18
50,"USA","CA","VMR-QRF",-122
51,"USA","CA","VMR-QRF",-516
52,"USA","CA","VMR-QRF",-1120
53,"USA","CA","VMR-QRF",-1231
54,"USA","CA","VMR-QRF",-1705
55,"USA","CA","VMR-QRF",-296
56,"USA","CA","VMR-QRF",-890
57,"USA","CA","VMR-QRF",-1309
58,"USA","CA","VMR-QRF",-1644
59,"USA","CA","VMR-QRF",-1876
60,"USA","CA","VMR-QRF",-2190
61,"USA","CA","VMR-QRF",-39
62,"USA","CA","VMR-QRF",-286
63,"USA","CA","VMR-QRF",-87
64,"USA","CA","VMR-QRF",-279
65,"USA","CA","VMR-QRF",-510
66,"USA","CA","VMR-QRF",-152
67,"USA","CA","VMR-QRF",-50
68,"USA","CA","VMR-QRF",-105
69,"USA","CA","VMR-QRF",171
70,"USA","CA","VMR-QRF",618
71,"USA","CA","VMR-QRF",596
72,"USA","CA","VMR-QRF",892
73,"USA","CA","VMR-QRF",327
74,"USA","CA","VMR-QRF",281
75,"USA","CA","VMR-QRF",403
76,"USA","CA","VMR-QRF",925
77,"USA","CA","VMR-QRF",1158
78,"USA","CA","VMR-QRF",2071
79,"USA","CA","VMR-QRF",-300
80,"USA","CA","VMR-QRF",276
81,"USA","CA","VMR-QRF",980
82,"USA","CA","VMR-QRF",1468
83,"USA","CA","VMR-QRF",1570
84,"USA","CA","VMR-QRF",1807
85,"USA","CA","VMR-QRF",166
86,"USA","CA","VMR-QRF",438
87,"USA","CA","VMR-QRF",85
88,"USA","CA","VMR-QRF",1622
89,"USA","CA","VMR-QRF",3333
90,"USA","CA","VMR-QRF",5039
91,"USA","CA","VMR-QRF",2944
92,"USA","CA","VMR-QRF",4733
93,"USA","CA","VMR-QRF",5755
94,"USA","CA","VMR-QRF",6945
95,"USA","CA","VMR-QRF",8353
96,"USA","CA","VMR-QRF",9551
1,"USA","IL","VMD-KNN",-426
2,"USA","IL","VMD-KNN",-2092
3,"USA","IL","VMD-KNN",-2665
4,"USA","IL","VMD-KNN",-2232
5,"USA","IL","VMD-KNN",-1975
6,"USA","IL","VMD-KNN",-754
7,"USA","IL","VMD-KNN",1
8,"USA","IL","VMD-KNN",2
9,"USA","IL","VMD-KNN",2
10,"USA","IL","VMD-KNN",2
11,"USA","IL","VMD-KNN",2
12,"USA","IL","VMD-KNN",-2363
13,"USA","IL","VMD-KNN",-3237
14,"USA","IL","VMD-KNN",-1653
15,"USA","IL","VMD-KNN",-2063
16,"USA","IL","VMD-KNN",-2509
17,"USA","IL","VMD-KNN",-2718
18,"USA","IL","VMD-KNN",-2789
19,"USA","IL","VMD-KNN",2
20,"USA","IL","VMD-KNN",2
21,"USA","IL","VMD-KNN",2
22,"USA","IL","VMD-KNN",-708
23,"USA","IL","VMD-KNN",-609
24,"USA","IL","VMD-KNN",-1185
25,"USA","IL","VMD-KNN",-51
26,"USA","IL","VMD-KNN",-326
27,"USA","IL","VMD-KNN",2
